Player,Team,Position,Secondary Position,Nation,Age,90s Played,Goals per 90,Assists Per 90,xG per 90,xAG per 90,Tackles Won %,Shot Creating Actions per 90,Goal Creating Actions per 90,Aerial Win %,Pass Completion Rate,Pass<15 Yards Comp %,Pass 15-30 Comp %,Long_Cmp%,Successful Take-On %,SoT per 90,Goals per Shot,Goals per Shot on Target,npXG per Shot,npXG+xAG per 90,Goals & Assists Per 90,Prog Passes Received Per 90,Progressive Passes Per 90,Errors Per 90,Interceptions Per 90,Tackles Won per 90,Recoveries Per 90,Passes Completed Per 90,Total Pass Distance per 90,Total Prog Pass Distance per 90,Key Passes Per 90,Assists-xAG per 90,Through Balls per 90,Switches per 90,Crosses per 90,Touches per 90,Take-Ons Attempted per 90,Carries per 90,Dribble Distance per 90
Maximiliano Zalazar,Barracas Central,FW,MF,ARG,22.0,11.0,0.09,0.0,0.14,0.02,33.3,1.73,0.09,0.0,57.7,69.8,62.0,38.1,39.1,0.64,0.04,0.14,0.06,0.16,0.09,6.09,2.18,0.0,0.55,0.55,3.0,12.27,213.64,68.09,0.45,-0.02,0.18,0.55,3.55,31.27,2.09,19.0,70.55
Nicolás Capraro,Barracas Central,DF,,ARG,25.0,23.4,0.0,0.0,0.03,0.01,51.1,0.68,0.0,63.9,75.3,87.0,82.4,50.3,63.6,0.09,0.0,0.0,0.06,0.04,0.0,0.3,2.61,0.13,1.11,0.9,4.15,27.91,570.26,263.85,0.21,-0.01,0.0,0.13,0.13,49.32,0.47,20.85,55.0
Nicolás Demartini,Barracas Central,DF,,ARG,24.0,15.6,0.06,0.0,0.04,0.01,74.1,0.77,0.0,70.8,75.8,86.0,83.3,47.6,60.0,0.26,0.17,0.25,0.12,0.05,0.06,0.32,2.95,0.06,1.67,1.35,2.12,23.08,439.23,230.26,0.19,-0.01,0.0,0.13,0.0,43.72,0.32,17.69,47.5
Pedro Velurtas,Barracas Central,DF,,ARG,22.0,5.6,0.0,0.0,0.02,0.01,63.6,1.43,0.0,61.5,70.6,84.8,76.7,35.5,32.0,0.18,0.0,0.0,0.02,0.03,0.0,4.11,1.96,0.0,1.79,0.89,4.82,32.14,506.07,251.07,0.54,-0.02,0.0,0.18,1.61,61.79,4.46,25.36,63.93
Rafael Ferrario,Barracas Central,GK,,ARG,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.75,0.12,66.7,52.5,100.0,95.2,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,14.5,663.88,603.12,0.0,0.0,0.0,0.0,0.0,29.12,0.0,11.38,48.12
Rodrigo Herrera,Barracas Central,MF,,ARG,23.0,17.3,0.0,0.12,0.02,0.01,62.1,1.68,0.23,43.3,72.8,81.8,81.0,37.7,57.1,0.06,0.0,0.0,0.05,0.04,0.12,0.87,2.66,0.06,1.39,2.49,5.26,26.18,403.06,120.69,0.46,0.1,0.06,0.29,0.46,49.02,0.81,19.65,28.27
Rodrigo Insúa,Barracas Central,DF,MF,ARG,26.0,24.9,0.12,0.04,0.07,0.12,61.4,2.37,0.04,52.9,64.1,81.8,67.1,37.1,23.7,0.2,0.09,0.4,0.04,0.16,0.16,3.82,3.29,0.0,1.29,1.37,4.14,28.63,497.87,291.57,1.37,-0.08,0.0,0.16,3.53,56.51,1.53,21.0,66.59
Sebastián Moyano,Barracas Central,GK,,ARG,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,76.9,97.4,96.8,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,25.56,697.33,528.33,0.0,0.0,0.0,0.0,0.0,36.11,0.0,15.44,69.0
Siro Rosane,Barracas Central,MF,,ARG,23.0,18.2,0.0,0.0,0.03,0.03,58.1,1.27,0.06,64.8,80.4,84.1,88.2,65.9,44.1,0.28,0.0,0.0,0.03,0.06,0.0,1.04,3.19,0.05,1.32,1.92,6.59,32.58,559.12,196.76,0.44,-0.03,0.0,0.33,0.49,54.18,1.87,25.0,39.84
Alan Soñora,Huracan,MF,FW,USA,25.0,3.5,0.29,0.0,0.18,0.15,50.0,4.31,0.29,0.0,72.4,80.3,87.0,38.2,75.0,0.86,0.14,0.33,0.09,0.32,0.29,4.86,5.43,0.0,0.29,0.86,4.57,36.0,662.29,194.57,1.71,-0.14,0.29,0.0,8.57,58.57,1.14,35.14,74.86
César Ibáñez,Huracan,DF,,ARG,24.0,11.7,0.0,0.09,0.01,0.06,63.3,2.57,0.17,65.6,64.4,85.4,73.1,37.0,53.8,0.0,0.0,0.0,0.04,0.07,0.09,2.82,3.85,0.0,1.97,2.65,7.09,31.11,563.08,279.15,0.85,0.03,0.0,0.26,3.16,61.71,1.11,23.16,65.98
Eric Ramírez,Huracan,FW,,ARG,27.0,12.9,0.23,0.0,0.17,0.11,42.9,1.32,0.31,39.6,48.3,66.3,50.8,26.9,20.8,0.7,0.13,0.33,0.1,0.28,0.23,4.03,2.02,0.0,0.31,1.63,2.33,7.52,117.6,49.22,0.85,-0.11,0.16,0.0,1.63,30.16,1.86,14.26,18.53
Fabio Pereyra,Huracan,DF,,ARG,34.0,20.9,0.0,0.0,0.03,0.02,60.0,0.62,0.05,68.6,75.1,84.2,81.8,59.9,100.0,0.19,0.0,0.0,0.05,0.06,0.0,0.0,1.82,0.0,1.34,0.86,2.78,28.76,651.24,230.48,0.24,-0.02,0.0,0.38,0.0,50.86,0.05,19.71,49.81
Federico Fattori,Huracan,MF,,ARG,31.0,19.2,0.0,0.05,0.01,0.03,38.1,1.88,0.21,40.9,80.5,86.8,83.8,67.9,69.2,0.05,0.0,0.0,0.02,0.04,0.05,0.57,6.67,0.0,1.46,1.61,7.66,46.51,882.4,273.28,0.47,0.02,0.0,0.52,0.68,67.71,0.68,33.12,70.26
Fernando Tobio,Huracan,DF,,ARG,34.0,16.4,0.06,0.0,0.04,0.0,65.0,0.55,0.06,61.5,78.1,85.5,84.2,60.5,100.0,0.24,0.2,0.25,0.15,0.04,0.06,0.0,0.73,0.0,0.55,0.79,2.32,31.28,646.65,250.49,0.0,0.0,0.0,0.18,0.0,50.49,0.06,22.32,55.18
Guillermo Benítez,Huracan,DF,,ARG,30.0,14.0,0.0,0.0,0.04,0.08,70.0,2.15,0.14,58.7,66.4,83.3,66.1,35.2,40.7,0.07,0.0,0.0,0.07,0.12,0.0,4.79,3.71,0.0,1.0,1.0,3.21,23.57,384.57,168.21,1.07,-0.09,0.0,0.21,2.79,47.36,1.93,17.21,49.64
Hernán De La Fuente,Huracan,DF,,ARG,27.0,16.3,0.06,0.0,0.04,0.02,48.0,1.66,0.0,53.1,72.0,82.1,78.5,35.2,56.5,0.12,0.08,0.5,0.05,0.06,0.06,3.25,3.13,0.0,1.35,1.17,4.66,26.99,448.34,233.44,0.55,-0.02,0.0,0.06,1.66,48.53,1.41,19.02,44.05
Hernán Galíndez,Huracan,GK,,ECU,36.0,24.0,0.0,0.0,0.0,0.0,100.0,0.21,0.0,100.0,61.9,98.3,98.9,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.83,20.71,636.08,452.5,0.04,0.0,0.0,0.08,0.0,34.83,0.0,17.12,60.79
Héctor Fértoli,Huracan,MF,FW,ARG,29.0,10.6,0.38,0.0,0.19,0.12,47.1,1.88,0.09,42.9,70.0,87.6,79.3,38.1,51.6,0.38,0.25,0.75,0.11,0.24,0.38,4.43,3.96,0.0,0.66,0.94,7.36,31.32,539.81,151.79,1.13,-0.12,0.19,0.85,6.6,56.51,2.92,31.7,60.38
Ignacio Pussetto,Huracan,FW,,ARG,28.0,5.0,1.0,0.2,0.67,0.17,33.3,3.01,0.4,38.6,63.4,76.4,63.6,55.6,50.0,1.41,0.18,0.43,0.1,0.52,1.21,2.8,1.6,0.0,0.0,1.2,1.2,14.2,207.2,52.2,1.2,0.04,0.0,0.0,1.0,36.0,1.2,17.8,26.0
Lucas Carrizo,Huracan,DF,,ARG,26.0,17.5,0.0,0.06,0.02,0.03,57.1,1.37,0.06,54.0,70.4,81.5,81.4,55.6,63.6,0.17,0.0,0.0,0.02,0.05,0.06,0.4,4.06,0.0,1.49,1.94,4.06,41.54,995.6,424.91,0.51,0.03,0.0,1.71,0.8,70.69,0.63,36.0,105.77
Lucas Souto,Huracan,DF,,ARG,25.0,11.2,0.0,0.0,0.01,0.01,55.6,0.89,0.0,41.7,67.4,82.7,65.0,34.9,33.3,0.0,0.0,0.0,0.03,0.01,0.0,3.3,3.48,0.0,1.07,1.07,2.41,25.98,397.68,196.07,0.09,-0.01,0.0,0.0,1.61,49.55,1.34,19.64,50.36
Ramón Ábila,Huracan,FW,,ARG,34.0,8.2,0.0,0.0,0.26,0.08,0.0,2.56,0.37,38.1,59.9,66.7,54.5,77.8,22.2,0.24,0.0,0.0,0.14,0.35,0.0,5.73,2.07,0.0,0.0,0.12,1.34,11.83,184.27,47.2,1.1,-0.09,0.12,0.12,0.37,28.66,1.1,16.22,18.54
Rodrigo Cabral,Huracan,FW,,ARG,23.0,15.4,0.13,0.06,0.1,0.05,45.2,1.04,0.06,34.0,63.5,81.6,63.6,33.3,28.9,0.71,0.07,0.18,0.06,0.14,0.19,6.95,2.14,0.0,0.71,1.43,5.71,17.99,250.58,61.36,0.52,0.02,0.0,0.13,4.03,41.82,2.47,23.57,52.14
Rodrigo Echeverría,Huracan,MF,,CHI,28.0,23.9,0.13,0.04,0.08,0.06,42.7,1.76,0.13,52.9,77.4,84.5,81.0,60.5,50.0,0.42,0.14,0.3,0.09,0.15,0.17,1.84,4.18,0.0,1.17,1.92,5.48,33.14,560.92,176.69,0.79,-0.02,0.04,0.17,0.25,53.93,1.0,24.69,42.22
Sebastián Ramírez,Huracan,FW,,ARG,23.0,4.7,0.0,0.21,0.3,0.07,16.7,1.7,0.64,23.3,66.7,63.6,85.7,75.0,27.3,0.21,0.0,0.0,0.14,0.37,0.21,4.68,0.85,0.0,0.0,0.64,2.34,11.91,187.02,26.6,0.43,0.15,0.0,0.21,0.85,31.49,2.34,14.47,28.3
Walter Mazzantti,Huracan,FW,,ARG,27.0,22.8,0.13,0.18,0.19,0.12,32.7,1.97,0.35,43.7,68.7,79.2,60.0,55.0,41.3,0.48,0.1,0.27,0.14,0.31,0.31,7.81,1.58,0.0,0.61,1.14,3.77,13.77,174.56,39.3,0.88,0.06,0.09,0.09,1.89,34.74,3.29,20.79,62.89
William Alarcón,Huracan,MF,,CHI,23.0,20.1,0.15,0.15,0.08,0.06,46.7,2.59,0.3,27.5,80.4,91.1,83.1,61.7,41.7,0.25,0.11,0.6,0.06,0.14,0.3,3.18,5.42,0.05,0.6,0.85,5.02,34.68,624.83,179.15,1.0,0.09,0.05,0.5,3.93,51.64,1.79,26.27,56.42
Agustín Baldi,Belgrano,DF,,ARG,21.0,5.8,0.0,0.0,0.02,0.02,33.3,0.69,0.0,67.7,76.4,83.1,84.3,42.3,20.0,0.0,0.0,0.0,0.04,0.05,0.0,0.17,2.93,0.0,0.69,0.69,3.79,36.9,613.62,286.72,0.34,-0.02,0.0,0.0,0.69,55.52,0.86,22.76,81.9
Alejandro Rébola,Belgrano,DF,,ARG,35.0,16.1,0.0,0.0,0.03,0.0,53.8,0.31,0.0,66.3,80.4,89.1,85.8,50.0,100.0,0.12,0.0,0.0,0.05,0.04,0.0,0.12,3.17,0.0,1.3,0.68,2.11,37.52,681.43,313.85,0.12,-0.01,0.0,0.43,0.06,58.63,0.06,24.22,54.78
Anibal Leguizamón,Belgrano,DF,,ARG,32.0,13.6,0.07,0.0,0.03,0.01,76.9,0.44,0.15,69.1,76.3,86.3,86.6,45.6,0.0,0.07,0.14,1.0,0.05,0.04,0.07,0.44,3.24,0.0,1.32,0.88,2.43,27.28,559.93,252.21,0.07,-0.01,0.0,0.37,0.44,46.62,0.0,22.65,71.62
Bryan Reyna,Belgrano,FW,MF,PER,25.0,9.4,0.32,0.43,0.19,0.27,62.5,3.61,0.85,40.0,72.4,81.7,75.0,50.0,57.4,0.43,0.33,0.75,0.2,0.46,0.75,6.38,2.55,0.0,0.32,0.74,3.51,17.02,275.96,88.4,1.28,0.16,0.0,0.32,2.34,33.83,5.0,21.49,80.96
Esteban Rolón,Belgrano,MF,,ARG,28.0,18.1,0.06,0.06,0.03,0.06,46.7,1.66,0.11,46.2,73.6,81.7,79.5,44.8,60.0,0.11,0.11,0.5,0.07,0.1,0.11,2.49,4.48,0.0,0.88,1.38,4.81,27.57,434.75,137.35,0.77,-0.01,0.17,0.11,1.16,45.75,0.83,22.43,41.93
Facundo Lencioni,Belgrano,DF,MF,ARG,22.0,3.4,0.0,0.29,0.05,0.12,45.5,2.04,0.29,20.0,56.3,69.2,65.8,14.3,70.0,0.0,0.0,0.0,0.04,0.17,0.29,4.12,2.94,0.0,1.76,1.76,2.65,17.06,270.88,122.94,0.59,0.18,0.0,0.0,5.29,43.53,2.94,19.41,43.82
Facundo Quignon,Belgrano,MF,,ARG,30.0,15.0,0.07,0.13,0.05,0.09,55.3,0.93,0.2,51.5,84.7,88.4,87.3,73.5,70.6,0.27,0.2,0.25,0.16,0.15,0.2,0.87,3.87,0.0,1.27,2.0,5.47,38.07,624.87,178.33,0.47,0.04,0.07,0.07,0.07,54.87,1.13,24.47,48.07
Francisco Facello,Belgrano,DF,,ARG,21.0,4.8,0.0,0.0,0.0,0.03,69.2,0.84,0.0,37.5,57.6,85.4,51.6,43.8,40.0,0.0,0.0,0.0,0.0,0.03,0.0,1.25,2.29,0.21,0.83,2.29,3.75,17.29,331.25,168.75,0.42,-0.02,0.0,0.0,1.88,42.08,1.04,16.04,38.54
Francisco González,Belgrano,MF,,ARG,26.0,21.8,0.0,0.18,0.12,0.16,53.7,3.8,0.37,33.3,75.4,83.4,77.3,59.8,45.5,0.41,0.0,0.0,0.07,0.28,0.18,3.35,4.54,0.0,0.5,1.65,5.64,29.45,493.99,182.61,2.06,0.02,0.14,0.18,4.04,51.79,2.02,25.28,50.96
Franco Jara,Belgrano,FW,,ARG,35.0,17.8,0.73,0.06,0.46,0.09,30.8,2.07,0.28,36.3,69.5,76.4,70.4,70.2,43.5,1.57,0.22,0.46,0.12,0.49,0.79,7.81,3.6,0.0,0.11,0.34,3.99,18.09,288.03,76.07,1.01,-0.03,0.06,0.11,2.13,39.78,2.58,25.56,45.34
Gabriel Compagnucci,Belgrano,DF,MF,ARG,32.0,15.6,0.0,0.19,0.03,0.14,62.5,3.07,0.32,60.9,68.3,82.5,71.8,54.5,44.0,0.06,0.0,0.0,0.06,0.18,0.19,4.87,1.86,0.0,0.64,1.22,4.36,28.65,535.06,214.68,1.73,0.04,0.06,0.06,5.77,50.83,1.6,23.14,62.63
Gerónimo Heredia,Belgrano,MF,DF,Unknown,0.0,7.5,0.13,0.0,0.15,0.02,47.8,2.27,0.4,35.3,69.9,83.9,73.1,47.6,35.7,0.53,0.08,0.25,0.09,0.16,0.13,4.27,3.07,0.0,1.33,2.0,5.47,25.33,406.93,140.93,0.53,-0.01,0.0,0.0,1.73,51.6,1.87,24.8,52.67
Ignacio Chicco,Belgrano,GK,,ARG,27.0,7.3,0.0,0.0,0.0,0.0,0.0,0.14,0.0,100.0,76.7,100.0,100.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,2.05,24.79,625.21,457.67,0.0,0.0,0.0,0.0,0.0,33.7,0.0,19.45,68.9
Juan Barinaga,Belgrano,DF,MF,ARG,23.0,7.5,0.13,0.0,0.05,0.08,64.3,1.73,0.13,82.4,61.0,80.0,63.1,32.7,41.2,0.27,0.33,0.5,0.12,0.13,0.13,7.6,0.8,0.0,0.27,1.33,4.67,25.6,423.47,165.07,0.93,-0.08,0.0,0.0,5.47,53.73,4.53,25.6,77.07
Juan Espínola,Belgrano,GK,,PAR,29.0,14.7,0.0,0.07,0.0,0.03,100.0,0.34,0.07,66.7,62.0,98.4,97.6,39.2,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.07,0.0,0.0,0.07,1.02,20.34,637.41,496.12,0.07,0.04,0.0,0.2,0.0,35.17,0.0,19.18,76.73
Juan Velazquez,Belgrano,DF,MF,ARG,19.0,20.1,0.0,0.15,0.02,0.12,46.7,2.04,0.25,46.0,66.9,80.7,66.7,51.5,47.5,0.15,0.0,0.0,0.04,0.14,0.15,7.31,4.43,0.0,1.44,1.14,6.27,25.82,421.79,169.2,1.09,0.03,0.0,0.15,5.42,50.55,1.99,25.92,85.77
Lucas Menossi,Belgrano,MF,,ARG,31.0,5.7,0.0,0.0,0.02,0.1,45.0,2.83,0.0,50.0,72.7,74.3,83.6,54.5,50.0,0.0,0.0,0.0,0.03,0.12,0.0,1.4,5.61,0.0,1.05,1.23,3.86,27.54,449.47,160.88,1.23,-0.11,0.0,0.0,0.88,50.53,0.35,26.67,65.61
Mariano Troilo,Belgrano,DF,,ARG,20.0,17.4,0.06,0.0,0.07,0.0,52.9,0.8,0.11,61.3,81.7,86.6,89.6,55.8,40.0,0.4,0.05,0.14,0.06,0.07,0.06,0.11,1.32,0.17,1.72,0.69,3.97,35.06,709.31,282.36,0.0,0.0,0.0,0.06,0.11,57.99,0.29,25.75,59.71
Matias Moreno,Belgrano,DF,,ARG,20.0,5.7,0.0,0.0,0.02,0.0,77.8,1.28,0.55,64.3,76.8,86.4,85.3,57.1,57.1,0.18,0.0,0.0,0.04,0.02,0.0,0.0,3.33,0.0,1.93,1.58,3.51,34.21,658.07,381.58,0.0,0.0,0.0,0.35,0.0,54.91,1.23,31.4,81.05
Matías Suárez,Belgrano,FW,DF,ARG,35.0,7.2,0.28,0.0,0.24,0.14,40.0,3.07,0.14,38.5,76.0,86.5,79.2,42.1,36.4,1.26,0.11,0.22,0.1,0.38,0.28,5.56,3.47,0.0,0.0,0.28,2.64,20.28,276.11,94.03,1.11,-0.14,0.42,0.0,0.97,39.31,3.06,26.94,43.19
Nahuel Losada,Belgrano,GK,,ARG,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,64.8,100.0,95.5,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,21.4,600.6,471.4,0.0,0.0,0.0,0.0,0.0,36.6,0.0,17.8,51.0
Nicolás Fernández,Belgrano,FW,MF,ARG,27.0,12.2,0.41,0.25,0.26,0.15,28.6,2.62,0.33,20.0,70.2,83.0,69.9,48.8,17.4,0.9,0.15,0.45,0.09,0.41,0.66,5.0,3.77,0.0,0.16,0.16,2.7,16.8,270.33,80.16,1.39,0.09,0.33,0.0,1.56,34.02,1.89,21.56,42.13
Nicolás Meriano,Belgrano,DF,,ARG,23.0,5.3,0.0,0.0,0.07,0.04,100.0,0.36,0.0,58.6,71.8,82.2,81.6,34.0,25.0,0.19,0.0,0.0,0.05,0.1,0.0,0.57,5.28,0.0,2.26,1.13,6.04,44.15,811.7,411.89,0.19,-0.04,0.19,0.57,0.57,74.91,0.75,31.13,112.83
Pablo Chavarría,Belgrano,FW,,ARG,36.0,6.7,0.3,0.0,0.47,0.11,66.7,1.49,0.0,51.0,63.3,70.0,62.2,44.4,50.0,1.04,0.15,0.29,0.24,0.58,0.3,8.06,1.64,0.0,0.0,0.45,2.24,15.67,185.67,43.88,1.34,-0.1,0.0,0.0,1.64,37.76,1.49,17.01,40.45
Rafael Marcelo Delgado,Belgrano,DF,,ARG,34.0,14.7,0.0,0.07,0.0,0.04,61.5,0.61,0.07,52.0,73.8,87.4,79.2,47.3,60.0,0.0,0.0,0.0,0.0,0.04,0.07,0.2,3.61,0.0,1.43,1.36,3.95,31.36,608.03,312.79,0.2,0.03,0.07,0.2,0.95,53.2,1.02,21.56,66.05
Santiago Longo,Belgrano,MF,,ARG,25.0,6.7,0.0,0.0,0.08,0.06,40.0,1.34,0.0,8.3,86.1,90.5,89.2,70.3,0.0,0.0,0.0,0.0,0.55,0.14,0.0,0.6,4.18,0.0,0.75,0.9,4.78,44.48,771.79,260.0,0.3,-0.06,0.15,0.0,0.6,60.45,0.45,25.52,50.45
Agustín Bouzat,Velez Sarsfield,MF,DF,ARG,29.0,23.8,0.0,0.0,0.01,0.03,47.8,1.68,0.0,35.5,70.9,80.0,77.0,41.9,31.8,0.08,0.0,0.0,0.02,0.04,0.0,1.39,5.08,0.0,1.89,1.72,6.34,31.85,525.55,200.5,0.63,-0.03,0.0,0.46,1.13,57.56,0.92,22.69,65.5
Braian Romero,Velez Sarsfield,FW,,ARG,32.0,24.6,0.49,0.16,0.5,0.11,38.5,1.79,0.33,34.3,69.0,78.6,68.8,50.0,34.2,1.26,0.15,0.32,0.16,0.55,0.65,5.81,1.02,0.0,0.08,0.28,2.52,10.85,133.41,27.72,0.49,0.05,0.0,0.04,0.37,27.52,1.54,14.23,25.24
Christian Ordoñez,Velez Sarsfield,MF,,ARG,19.0,22.3,0.0,0.13,0.05,0.11,42.2,2.33,0.22,42.2,77.6,86.5,81.6,64.7,48.9,0.04,0.0,0.0,0.07,0.16,0.13,3.32,3.72,0.04,0.76,1.35,5.16,25.2,389.06,123.9,0.94,0.03,0.13,0.13,0.72,45.61,2.11,21.75,56.14
Claudio Aquino,Velez Sarsfield,MF,,ARG,32.0,23.5,0.38,0.17,0.29,0.25,31.0,6.41,0.51,56.0,65.6,78.9,67.7,52.8,55.7,0.93,0.09,0.27,0.07,0.44,0.55,6.77,12.26,0.0,0.26,0.6,5.36,41.19,785.62,328.85,2.98,-0.09,0.89,0.47,7.83,73.87,2.98,40.34,135.28
Damián Fernández,Velez Sarsfield,DF,,ARG,23.0,6.3,0.16,0.0,0.13,0.0,62.5,0.32,0.16,64.7,76.0,84.8,82.1,50.0,0.0,0.16,1.0,1.0,0.79,0.13,0.16,0.16,2.54,0.0,1.9,0.79,6.03,37.14,714.76,252.22,0.16,0.0,0.0,0.79,0.0,60.63,0.16,25.71,119.52
Elías Gómez,Velez Sarsfield,DF,,ARG,29.0,23.3,0.04,0.09,0.04,0.1,56.0,1.59,0.13,38.0,74.6,86.8,76.1,54.4,34.9,0.09,0.08,0.5,0.07,0.14,0.13,3.48,4.98,0.0,0.73,1.07,5.49,37.38,691.12,289.48,0.6,-0.02,0.0,0.9,2.7,61.16,1.85,27.0,74.46
Emanuel Mammana,Velez Sarsfield,DF,,ARG,27.0,18.0,0.0,0.0,0.01,0.0,65.0,0.56,0.0,56.9,79.9,80.0,86.4,69.5,100.0,0.11,0.0,0.0,0.05,0.02,0.0,0.06,2.5,0.17,1.67,1.33,3.78,36.33,818.5,252.78,0.17,0.0,0.0,0.67,0.0,58.17,0.06,23.11,81.22
Francisco Pizzini,Velez Sarsfield,FW,,ARG,30.0,24.1,0.17,0.21,0.24,0.22,44.7,2.95,0.37,44.0,69.0,81.0,70.4,62.7,44.7,0.83,0.08,0.2,0.11,0.46,0.37,9.96,3.61,0.0,0.58,0.58,5.81,22.95,348.59,91.04,1.7,-0.01,0.17,0.21,2.16,48.34,3.9,31.54,102.53
Jalil Elías,Velez Sarsfield,MF,,SYR,27.0,7.8,0.0,0.0,0.05,0.05,44.4,1.27,0.13,42.0,77.8,84.4,79.5,74.5,42.9,0.0,0.0,0.0,0.1,0.1,0.0,1.41,7.56,0.0,1.15,1.79,7.05,45.77,790.0,256.67,0.26,-0.05,0.13,0.51,0.38,69.62,0.9,30.9,76.92
Joaquín García,Velez Sarsfield,DF,,ARG,22.0,21.7,0.0,0.0,0.01,0.04,75.6,1.66,0.05,46.7,81.0,89.5,80.9,64.3,52.4,0.09,0.0,0.0,0.03,0.06,0.0,3.87,5.16,0.0,0.92,2.35,5.62,44.79,729.72,272.49,0.69,-0.05,0.0,0.14,1.98,64.38,0.97,28.76,85.12
Patricio Pernicone,Velez Sarsfield,DF,,ARG,22.0,6.2,0.0,0.0,0.01,0.0,75.0,0.0,0.0,48.6,84.1,90.8,91.2,63.6,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.16,3.06,0.0,0.65,0.48,3.06,34.19,703.23,275.97,0.0,0.0,0.0,0.32,0.0,51.94,0.0,24.68,96.77
Thiago Fernández,Velez Sarsfield,FW,,ARG,19.0,21.3,0.24,0.24,0.24,0.23,35.5,3.44,0.57,45.2,65.0,76.1,71.1,45.6,41.4,0.61,0.12,0.38,0.12,0.47,0.47,9.86,3.38,0.0,0.42,0.61,4.46,19.81,305.68,90.66,1.83,0.0,0.23,0.42,2.39,43.66,4.65,25.77,89.3
Tomás Guidara,Velez Sarsfield,DF,,ARG,27.0,3.9,0.0,0.0,0.0,0.0,57.1,0.0,0.0,53.8,65.7,90.0,61.9,37.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.79,2.56,0.0,1.28,2.31,4.36,28.97,474.87,268.72,0.0,0.0,0.0,0.0,1.03,58.21,0.77,17.44,30.77
Tomás Marchiori,Velez Sarsfield,GK,,ARG,28.0,25.6,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,71.0,97.7,97.7,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.66,21.41,570.59,368.28,0.0,0.0,0.04,0.04,0.0,31.68,0.0,16.02,54.14
Valentín Gómez,Velez Sarsfield,DF,,ARG,20.0,21.6,0.0,0.0,0.03,0.01,70.4,0.65,0.09,65.1,78.6,84.6,87.6,56.0,66.7,0.09,0.0,0.0,0.06,0.04,0.0,0.23,3.19,0.0,1.48,1.06,4.49,38.56,754.35,310.28,0.14,-0.01,0.0,0.65,0.05,61.9,0.56,30.28,151.76
Alexis Segovia,Central Cordoba SdE,MF,FW,ARG,19.0,6.1,0.0,0.16,0.04,0.11,40.0,2.12,0.16,8.3,79.2,89.7,83.0,57.1,39.1,0.33,0.0,0.0,0.03,0.14,0.16,5.25,3.93,0.0,0.33,0.33,3.93,24.92,350.49,74.1,0.49,0.05,0.16,0.0,0.98,43.61,3.77,28.2,98.52
Cristian Vega,Central Cordoba SdE,MF,,ARG,30.0,4.4,0.0,0.0,0.03,0.02,63.6,1.81,0.23,50.0,76.8,80.0,83.9,60.0,60.0,0.45,0.0,0.0,0.02,0.04,0.0,0.91,5.68,0.0,0.68,2.5,3.86,31.59,631.82,240.91,0.45,-0.02,0.0,0.23,0.0,52.27,1.14,21.82,48.64
Elías Cabrera,Central Cordoba SdE,MF,FW,ARG,20.0,10.8,0.0,0.0,0.06,0.16,45.2,4.08,0.19,36.8,73.2,87.4,77.7,45.5,66.7,0.46,0.0,0.0,0.04,0.22,0.0,4.17,6.57,0.0,1.02,1.57,5.83,37.78,642.5,193.7,1.94,-0.17,0.56,0.83,4.07,62.87,2.22,34.81,72.41
Favio Cabral,Central Cordoba SdE,FW,,ARG,22.0,6.2,0.64,0.16,0.52,0.17,0.0,2.57,0.16,27.8,68.1,74.3,63.3,66.7,37.5,0.96,0.25,0.67,0.16,0.57,0.8,4.84,1.77,0.0,0.16,0.48,2.1,12.74,173.06,27.74,0.81,-0.02,0.16,0.16,0.32,33.23,1.29,18.06,27.74
Fernando Benítez,Central Cordoba SdE,FW,MF,ARG,23.0,6.5,0.15,0.31,0.13,0.24,50.0,4.91,0.31,14.3,68.3,80.6,63.6,45.5,43.3,0.46,0.08,0.33,0.07,0.37,0.46,11.54,2.62,0.0,0.77,0.77,3.23,18.92,252.62,67.08,1.08,0.06,0.15,0.0,1.23,42.46,4.62,28.31,84.31
Gonzalo Trindade,Central Cordoba SdE,DF,,ARG,19.0,4.0,0.0,0.0,0.0,0.0,68.8,0.75,0.0,12.5,77.0,86.0,74.5,53.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.75,0.0,1.25,4.75,2.0,31.0,487.25,232.5,0.0,0.0,0.0,0.0,1.25,53.75,0.5,19.0,56.5
